mrun,rango_edad,anio_ing_carr_ori,anio_ing_carr_act,tipo_inst_1,tipo_inst_2,tipo_inst_3,cod_inst,nomb_inst,nomb_carrera,region_sede,provincia_sede,comuna_sede,nivel_global,nivel_carrera_1,forma_ingreso,NOMBRE_REGION_INGRESO
98.0,15 a 19 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,111,IP DUOC UC,GASTRONOMIA,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Metropolitana
99.0,15 a 19 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,111,IP DUOC UC,TECNICO EN GEOLOGIA Y CONTROL EN SONDAJE,Metropolitana,CORDILLERA,PUENTE ALTO,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Metropolitana
137.0,20 a 24 años,2021,2021,Centros de Formación Técnica,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,TECNICO EN MECANICA Y ELECTROMOVILIDAD AUTOMOTRIZ,Metropolitana,SANTIAGO,RENCA,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Metropolitana
140.0,20 a 24 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,111,IP DUOC UC,INGENIERIA EN ELECTRICIDAD Y AUTOMATIZACION INDUSTRIAL,Metropolitana,CORDILLERA,PUENTE ALTO,Pregrado,Profesional Sin Licenciatura,1- Ingreso Directo (regular),Metropolitana
341.0,30 a 34 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,13,UNIVERSIDAD SANTO TOMAS,PROGRAMA DE LICENCIATURA DE TRABAJO SOCIAL,La Araucanía,CAUTIN,TEMUCO,Pregrado,Licenciatura No Conducente a Título,1- Ingreso Directo (regular),La Araucanía
392.0,20 a 24 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,90,UNIVERSIDAD AUSTRAL DE CHILE,INGENIERIA CIVIL ACUSTICA,Los Ríos,VALDIVIA,VALDIVIA,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Los Ríos
427.0,20 a 24 años,2021,2021,Centros de Formación Técnica,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,"TELECOMUNICACIONES, CONECTIVIDAD Y REDES",Ñuble,DIGUILLIN,CHILLAN,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Ñuble
428.0,20 a 24 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,75,UNIVERSIDAD DEL BIO-BIO,FONOAUDIOLOGIA,Ñuble,DIGUILLIN,CHILLAN,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Ñuble
452.0,20 a 24 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,143,IP AIEP,DISEÑO DE VESTUARIO PROFESIONAL MENCION ALTA COSTURA,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Profesional Sin Licenciatura,1- Ingreso Directo (regular),Metropolitana
637.0,15 a 19 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,103,IP INSTITUTO DE ESTUDIOS BANCARIOS GUILLERMO SUBERCASEAUX,CONTADOR AUDITOR CON MENCION BANCA E INSTITUCIONES FINANCIERAS,Valparaíso,VALPARAISO,VIÑA DEL MAR,Pregrado,Profesional Sin Licenciatura,1- Ingreso Directo (regular),Valparaíso
814.0,20 a 24 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,111,IP DUOC UC,INGENIERIA EN ADMINISTRACION MENCION GESTION DE PERSONAS,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Profesional Sin Licenciatura,1- Ingreso Directo (regular),Metropolitana
983.0,15 a 19 años,2021,2021,Centros de Formación Técnica,Centros de Formación Técnica,Centros de Formación Técnica,260,CFT SANTO TOMAS,TECNICO EN ENFERMERIA,Lib. Gral B. O'Higgins,CACHAPOAL,RANCAGUA,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Lib. Gral B. O'Higgins
984.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,76,UNIVERSIDAD DE LA FRONTERA,ENFERMERIA,La Araucanía,CAUTIN,TEMUCO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),La Araucanía
1317.0,25 a 29 años,2021,2021,Centros de Formación Técnica,Centros de Formación Técnica,Centros de Formación Técnica,260,CFT SANTO TOMAS,TECNICO EN COMERCIO EXTERIOR,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Metropolitana
1497.0,25 a 29 años,2021,2021,Centros de Formación Técnica,Centros de Formación Técnica,Centros de Formación Técnica,218,CFT DE ENAC,TECNICO EN TRABAJO SOCIAL,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Metropolitana
1617.0,20 a 24 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,45,UNIVERSIDAD DEL DESARROLLO,DERECHO,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío
1664.0,15 a 19 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,100,IP INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS,Antofagasta,EL LOA,CALAMA,Pregrado,Profesional Sin Licenciatura,1- Ingreso Directo (regular),Antofagasta
1703.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,72,UNIVERSIDAD DE VALPARAISO,ARQUITECTURA,Valparaíso,VALPARAISO,VALPARAISO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Valparaíso
1744.0,15 a 19 años,2021,2021,Centros de Formación Técnica,Centros de Formación Técnica,Centros de Formación Técnica,260,CFT SANTO TOMAS,TECNICO EN ENFERMERIA,Antofagasta,ANTOFAGASTA,ANTOFAGASTA,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Antofagasta
1745.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,83,UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION,DERECHO LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES BACHILLERATO EN CIENCIAS SOCIALES,Valparaíso,VALPARAISO,VALPARAISO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Valparaíso
1788.0,25 a 29 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,82,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION CON MENCION EN INGLES Y PEDAGOGIA EN INGLES,Metropolitana,SANTIAGO,ÑUÑOA,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana
2102.0,20 a 24 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,31,UNIVERSIDAD AUTONOMA DE CHILE,MEDICINA,Maule,TALCA,TALCA,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Maule
2175.0,30 a 34 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,152,IP LATINOAMERICANO DE COMERCIO EXTERIOR - IPLACEX,INGENIERIA EN COMERCIO EXTERIOR,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Profesional Sin Licenciatura,1- Ingreso Directo (regular),Metropolitana
2280.0,40 y más años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,176,IP DEL VALLE CENTRAL,INGENIERIA DE EJECUCION EN GESTION DE SEGURIDAD PRIVADA,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Sin Licenciatura,1- Ingreso Directo (regular),Biobío
2281.0,20 a 24 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,111,IP DUOC UC,TECNICO EN FINANZAS,Metropolitana,SANTIAGO,MAIPU,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Metropolitana
2382.0,20 a 24 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,143,IP AIEP,TECNICO EN DISEÑO GRAFICO,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Metropolitana
2430.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,71,UNIVERSIDAD DE SANTIAGO DE CHILE,PERIODISMO / LICENCIATURA EN COMUNICACION SOCIAL,Metropolitana,SANTIAGO,ESTACION CENTRAL,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana
2896.0,35 a 39 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,117,IP IACC,TECNICO DE NIVEL SUPERIOR EN TRABAJO SOCIAL,Metropolitana,SANTIAGO,PROVIDENCIA,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Metropolitana
3020.0,25 a 29 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,16,UNIVERSIDAD LA REPUBLICA,ENFERMERIA,Biobío,BIOBIO,LOS ANGELES,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío
3192.0,30 a 34 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,117,IP IACC,TRABAJO SOCIAL,Metropolitana,SANTIAGO,PROVIDENCIA,Pregrado,Profesional Sin Licenciatura,1- Ingreso Directo (regular),Metropolitana
3211.0,40 y más años,2021,2021,Centros de Formación Técnica,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,PODOLOGIA CLINICA,Valparaíso,MARGA MARGA,QUILPUE,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Valparaíso
3293.0,20 a 24 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,26,"UNIVERSIDAD DE ARTES, CIENCIAS Y COMUNICACION - UNIACC",MUSICA E INTERPRETACION,Metropolitana,SANTIAGO,PROVIDENCIA,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana
3299.0,15 a 19 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,143,IP AIEP,COSMETOLOGIA,La Araucanía,CAUTIN,TEMUCO,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),La Araucanía
3444.0,35 a 39 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,143,IP AIEP,CONTABILIDAD GENERAL,Metropolitana,SANTIAGO,CONCHALI,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Metropolitana
3630.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,3,UNIVERSIDAD DIEGO PORTALES,PSICOLOGIA,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana
3672.0,20 a 24 años,2021,2021,Centros de Formación Técnica,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,ENFERMERIA Y TELEMEDICINA,Biobío,ARAUCO,LEBU,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Biobío
3806.0,35 a 39 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,143,IP AIEP,AUDITORIA,Valparaíso,VALPARAISO,VIÑA DEL MAR,Pregrado,Profesional Sin Licenciatura,1- Ingreso Directo (regular),Valparaíso
3821.0,30 a 34 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,46,UNIVERSIDAD DE ACONCAGUA,TECNICO NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS,Valparaíso,LOS ANDES,LOS ANDES,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Valparaíso
3875.0,40 y más años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,46,UNIVERSIDAD DE ACONCAGUA,INGENIERIA EN CONSTRUCCION MENCION GESTION DE OBRAS PLAN DE CONTINUIDAD PARA CONSTRUCTORES CIVILES,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana
3923.0,35 a 39 años,2021,2021,Centros de Formación Técnica,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,ELECTRICIDAD INDUSTRIAL MENCION INSTALACIONES ELECTRICAS,Metropolitana,SANTIAGO,LA GRANJA,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Metropolitana
3948.0,40 y más años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,155,IP LOS LEONES,LABORATORISTA DENTAL,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Metropolitana
4180.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,34,UNIVERSIDAD DE LOS ANDES,BACHILLERATO EN INGENIERIA CIVIL,Metropolitana,SANTIAGO,LAS CONDES,Pregrado,"Bachillerato, Ciclo Inicial o Plan Común",1- Ingreso Directo (regular),Metropolitana
4342.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,87,UNIVERSIDAD DE CONCEPCION,INGENIERIA CIVIL ELECTRONICA,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío
4343.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,71,UNIVERSIDAD DE SANTIAGO DE CHILE,INGENIERIA CIVIL EN OBRAS CIVILES,Metropolitana,SANTIAGO,ESTACION CENTRAL,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana
4349.0,20 a 24 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,111,IP DUOC UC,TECNICO EN CONSTRUCCION,Valparaíso,VALPARAISO,VALPARAISO,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Valparaíso
4350.0,20 a 24 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,72,UNIVERSIDAD DE VALPARAISO,FONOAUDIOLOGIA,Valparaíso,VALPARAISO,VALPARAISO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Valparaíso
4472.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,AGRONOMIA E INGENIERIA FORESTAL,Metropolitana,SANTIAGO,MACUL,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana
4642.0,20 a 24 años,2021,2021,Centros de Formación Técnica,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,TECNICO EN CONSTRUCCION,Metropolitana,SANTIAGO,RENCA,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Metropolitana
4840.0,20 a 24 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,111,IP DUOC UC,INGENIERIA EN MEDIO AMBIENTE,Valparaíso,VALPARAISO,VALPARAISO,Pregrado,Profesional Sin Licenciatura,1- Ingreso Directo (regular),Valparaíso
