mrun,RBD,CODIGO_REGION_EGRESO,NOMBRE_REGION_EGRESO,PTJE_NEM,PTJE_RANKING,PROM_CM_ACTUAL,rango_edad,anio_ing_carr_ori,anio_ing_carr_act,tipo_inst_1,tipo_inst_2,tipo_inst_3,cod_inst,nomb_inst,nomb_carrera,region_sede,provincia_sede,comuna_sede,nivel_global,nivel_carrera_1,forma_ingreso,NOMBRE_REGION_INGRESO,NOM_RBD,COD_REG_RB,TIPO_DEPEN,LATITUD_COL,LONGITUD_COL,NOMBRE_INS,REGIÓN,COMUNA,LATITUD_UNI,LONGITUD_UNI,TIPO_INST,ID_RBD,N EVALUADO,IVM Bajo,IVM Medio,IVM Alto,IVM Muy Alto,IVM_Establecimiento,valor_corte,DISTANCIA
13261378,17662.0,16,Ñuble,620,643,501,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,75,UNIVERSIDAD DEL BIO-BIO,DISEÑO GRAFICO,Ñuble,DIGUILLIN,CHILLAN,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Ñuble,LICEO BICENTENARIO CLAUDIO ARRAU LEÓN,16.0,1.0,-36.630539,-71.837532,,,,,,,17662.0,530.0,242.0,51.0,54.0,183.0,19.818846889439232,20.03805,
20783904,10433.0,13,Metropolitana,771,845,"511,5",15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,INGENIERIA EN AVIACION COMERCIAL,Metropolitana,SANTIAGO,VITACURA,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana,LICEO HUERTOS FAMILIARES,13.0,1.0,-33.130372,-70.802222,,,,-33.37757,-70.577393,,10433.0,170.0,60.0,17.0,21.0,72.0,20.23992248222548,20.03805,34.53413303654507
9900685,1214.0,5,Valparaíso,710,728,"646,5",15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,87,UNIVERSIDAD DE CONCEPCION,MEDICINA VETERINARIA,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO MARIA AUXILIADORA,5.0,2.0,-32.83239,-70.601646,,,,,,,1214.0,347.0,277.0,13.0,10.0,47.0,13.4913174230794,20.03805,
3535594,15624.0,6,Lib. Gral B. O'Higgins,689,710,532,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,895,UNIVERSIDAD DE O'HIGGINS,TERAPIA OCUPACIONAL,Lib. Gral B. O'Higgins,CACHAPOAL,RANCAGUA,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Lib. Gral B. O'Higgins,COLEGIO MISTRAL,6.0,2.0,-34.290352,-71.311409,UNIVERSIDAD DE O'HIGGINS,Lib. Gral B. O'Higgins,RANCAGUA,-34.164317,-70.741429,Universidades estatales cruch,15624.0,366.0,255.0,28.0,17.0,66.0,14.362538736585298,20.03805,54.243995586703626
229196,14594.0,5,Valparaíso,710,752,"664,5",15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,72,UNIVERSIDAD DE VALPARAISO,ENFERMERIA,Valparaíso,VALPARAISO,VALPARAISO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Valparaíso,COLEGIO QUILLOTA TERRANOVA,5.0,2.0,-32.86293,-71.237541,,,,,,,14594.0,131.0,126.0,1.0,2.0,2.0,10.3393651670785,20.03805,
14665276,9757.0,13,Metropolitana,786,850,"709,5",15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,70,UNIVERSIDAD DE CHILE,TECNOLOGIA MEDICA,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana,CENTRO EDUCACIONAL SANTA CLARA,13.0,2.0,-33.521044,-70.657073,UNIVERSIDAD DE CHILE,Metropolitana,SANTIAGO,-33.435867,-70.645832,Universidades estatales cruch,9757.0,271.0,190.0,33.0,27.0,21.0,15.0061593959871,20.03805,9.528458952512468
22126782,9564.0,13,Metropolitana,786,847,"696,5",15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,31,UNIVERSIDAD AUTONOMA DE CHILE,MEDICINA,Metropolitana,SANTIAGO,PROVIDENCIA,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana,COLEGIO PARROQUIAL SAN MIGUEL,13.0,2.0,-33.48703,-70.65014,,,,-33.418143,-70.602462,,9564.0,358.0,316.0,12.0,21.0,9.0,12.1796791602933,20.03805,8.845308990744432
14750102,11776.0,13,Metropolitana,717,735,706,15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,9,UNIVERSIDAD DEL ALBA,MEDICINA,Metropolitana,SANTIAGO,PROVIDENCIA,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana,COLEGIO THE MAYFLOWER SCHOOL,13.0,3.0,-33.346077,-70.50415,,,,-33.418143,-70.602462,,,,,,,,19.03805,,12.146577382762072
965440,8904.0,13,Metropolitana,667,667,684,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,34,UNIVERSIDAD DE LOS ANDES,NUTRICION Y DIETETICA,Metropolitana,SANTIAGO,LAS CONDES,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana,COLEGIO SANTA URSULA,13.0,3.0,-33.393524,-70.59769,UNIVERSIDAD DE LOS ANDES,Metropolitana,LAS CONDES,-33.402614,-70.508281,Universidades privadas cruch,,,,,,,19.03805,,8.361414696442333
22559794,8877.0,13,Metropolitana,635,635,"665,5",15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,COLLEGE ARTES Y HUMANIDADES (LICENCIATURA),Metropolitana,SANTIAGO,MACUL,Pregrado,"Bachillerato, Ciclo Inicial o Plan Común",1- Ingreso Directo (regular),Metropolitana,COLEGIO DE LOS SAGRADOS CORAZONES,13.0,3.0,-33.378682,-70.55175,,,,-33.485417,-70.616989,,,,,,,,19.03805,,13.323252674635048
4667948,25369.0,13,Metropolitana,727,770,665,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,70,UNIVERSIDAD DE CHILE,BIOQUIMICA,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana,COLEGIO PARTICULAR ALICANTE,13.0,2.0,-33.475217,-70.757303,UNIVERSIDAD DE CHILE,Metropolitana,SANTIAGO,-33.435867,-70.645832,Universidades estatales cruch,25369.0,1248.0,1058.0,84.0,51.0,55.0,12.8694754714092,20.03805,11.228901356046926
6831504,1631.0,5,Valparaíso,667,681,635,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,72,UNIVERSIDAD DE VALPARAISO,OBSTETRICIA Y PUERICULTURA,Valparaíso,SAN FELIPE DE ACONCAGUA,SAN FELIPE,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Valparaíso,"COLEGIO DE LOS SAGRADOS CORAZONES, PADRES FRANCESES",5.0,3.0,-33.017607,-71.526852,,,,-32.741343,-70.702695,,,,,,,,19.03805,,82.86622704464475
5122323,40289.0,5,Valparaíso,598,598,"555,5",15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,89,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,GEOGRAFIA,Valparaíso,VALPARAISO,VALPARAISO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Valparaíso,INSTITUTO BICENTENARIO J.MIGUEL CARRERA,5.0,1.0,-33.597321,-71.613777,,,,,,,40289.0,312.0,249.0,22.0,17.0,24.0,12.7429736098387,20.03805,
20400528,4805.0,8,Biobío,581,599,0,15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,13,UNIVERSIDAD SANTO TOMAS,KINESIOLOGIA,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,LICEO PENCOPOLITANO,8.0,1.0,-36.738831,-73.00135,,,,,,,4805.0,586.0,508.0,22.0,22.0,34.0,13.1432142287508,20.03805,
2444539,4762.0,8,Biobío,433,435,"502,5",15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,39,UNIVERSIDAD SAN SEBASTIAN,KINESIOLOGIA,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,LICEO LA ASUNCION,8.0,2.0,-36.746559,-73.109711,,,,,,,4762.0,785.0,624.0,58.0,43.0,60.0,14.3038914624095,20.03805,
9302109,4805.0,8,Biobío,577,590,458,15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,39,UNIVERSIDAD SAN SEBASTIAN,TERAPIA OCUPACIONAL,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,LICEO PENCOPOLITANO,8.0,1.0,-36.738831,-73.00135,,,,,,,4805.0,586.0,508.0,22.0,22.0,34.0,13.1432142287508,20.03805,
16143135,25349.0,13,Metropolitana,538,538,460,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,75,UNIVERSIDAD DEL BIO-BIO,INGENIERIA CIVIL MECANICA,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO PARTICULAR MELFORD COLLEGE,13.0,2.0,-33.361912,-70.728961,,,,,,,25349.0,271.0,188.0,32.0,21.0,30.0,15.8204864390887,20.03805,
1290740,4553.0,8,Biobío,775,831,711,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,90,UNIVERSIDAD AUSTRAL DE CHILE,MEDICINA,Los Ríos,VALDIVIA,VALDIVIA,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Los Ríos,LICEO DE NIÑAS,8.0,5.0,-36.830212,-73.050911,UNIVERSIDAD AUSTRAL DE CHILE,Los Ríos,VALDIVIA,-39.792732,-73.392719,Universidades privadas cruch,4553.0,536.0,456.0,28.0,15.0,37.0,13.5359011687216,20.03805,330.76351144258155
24255262,4277.0,8,Biobío,711,821,"442,5",15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,93,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,LICENCIATURA EN DERECHO,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,CENTRO EDUCACIÓN ADVENTISTA LOS ÁNGELES,8.0,2.0,-37.432491,-72.184799,,,,,,,4277.0,1031.0,503.0,96.0,83.0,349.0,18.3973989616609,20.03805,
15276661,4824.0,8,Biobío,610,652,"537,5",15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,39,UNIVERSIDAD SAN SEBASTIAN,PSICOLOGIA,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,LICEO BICENTENARIO DE EXCELENCIA INDUSTRIAL DE TOME,8.0,4.0,-36.610809,-72.955467,,,,,,,4824.0,442.0,231.0,33.0,31.0,147.0,18.3794874926409,20.03805,
17745613,18114.0,8,Biobío,652,656,498,15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,39,UNIVERSIDAD SAN SEBASTIAN,KINESIOLOGIA,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO A-LAFKEN,8.0,2.0,-36.743118,-72.996758,,,,,,,18114.0,125.0,106.0,7.0,3.0,9.0,11.657851707416,20.03805,
2359172,17750.0,8,Biobío,538,538,"519,5",15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,13,UNIVERSIDAD SANTO TOMAS,PSICOLOGIA,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO SALESIANO DE CONCEPCION,8.0,2.0,-36.81905,-73.034409,,,,,,,17750.0,947.0,677.0,57.0,52.0,161.0,14.5621448016349,20.03805,
24154189,4630.0,8,Biobío,577,576,497,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,93,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,INGENIERIA COMERCIAL,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO DEL SAGRADO CORAZON,8.0,2.0,-36.826019,-73.055687,,,,,,,4630.0,618.0,494.0,31.0,36.0,57.0,12.4802282052045,20.03805,
12939081,4630.0,8,Biobío,646,656,576,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,93,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,LICENCIATURA EN DERECHO,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO DEL SAGRADO CORAZON,8.0,2.0,-36.826019,-73.055687,,,,,,,4630.0,618.0,494.0,31.0,36.0,57.0,12.4802282052045,20.03805,
10802964,4636.0,8,Biobío,555,555,518,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,87,UNIVERSIDAD DE CONCEPCION,QUIMICO ANALISTA,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO MARCELA PAZ,8.0,2.0,-36.815559,-73.051361,,,,,,,4636.0,155.0,129.0,10.0,8.0,8.0,13.2644820897506,20.03805,
5664695,4555.0,8,Biobío,506,506,"527,5",15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,39,UNIVERSIDAD SAN SEBASTIAN,ARQUITECTURA,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,LICEO ENRIQUE MOLINA GARMENDIA,8.0,5.0,-36.831501,-73.04689,,,,,,,4555.0,279.0,186.0,27.0,21.0,45.0,16.4378971385733,20.03805,
20517487,4822.0,8,Biobío,517,517,"561,5",15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,20,UNIVERSIDAD ANDRES BELLO,MEDICINA VETERINARIA,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO EL REFUGIO,8.0,2.0,-36.74073,-72.997993,,,,,,,4822.0,171.0,156.0,4.0,3.0,8.0,11.4725022207092,20.03805,
23086422,17782.0,8,Biobío,818,850,491,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,75,UNIVERSIDAD DEL BIO-BIO,INGENIERIA COMERCIAL,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,LICEO RIOS DE CHILE,8.0,1.0,-36.708839,-72.974792,,,,,,,17782.0,198.0,158.0,5.0,6.0,29.0,13.2505053111,20.03805,
14743009,3638.0,16,Ñuble,814,850,728,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,75,UNIVERSIDAD DEL BIO-BIO,INGENIERIA EN RECURSOS NATURALES,Ñuble,DIGUILLIN,CHILLAN,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Ñuble,LICEO BICENTENARIO MARTA BRUNET CÁRAVES,16.0,1.0,-36.60717,-72.107338,,,,,,,3638.0,836.0,538.0,75.0,59.0,164.0,17.1030329005215,20.03805,
323563,4574.0,8,Biobío,743,835,"568,5",15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,87,UNIVERSIDAD DE CONCEPCION,PEDAGOGIA EN MATEMATICAS,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO BICENTENARIO ESPAÑA,8.0,5.0,-36.824348,-73.036507,,,,,,,4574.0,366.0,221.0,25.0,25.0,95.0,17.8380074082103,20.03805,
11871298,17859.0,8,Biobío,814,847,736,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,INGENIERIA CIVIL,Metropolitana,SANTIAGO,MACUL,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana,COLEGIO ALMONDALE,8.0,2.0,-36.83419,-73.103149,,,,-33.485417,-70.616989,,17859.0,417.0,414.0,0.0,0.0,3.0,7.64523147300304,20.03805,435.54401204939535
5996654,18114.0,8,Biobío,624,624,"464,5",15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,93,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,PERIODISMO,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO A-LAFKEN,8.0,2.0,-36.743118,-72.996758,,,,,,,18114.0,125.0,106.0,7.0,3.0,9.0,11.657851707416,20.03805,
2460331,4630.0,8,Biobío,753,787,"629,5",15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,87,UNIVERSIDAD DE CONCEPCION,DERECHO,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,COLEGIO DEL SAGRADO CORAZON,8.0,2.0,-36.826019,-73.055687,,,,,,,4630.0,618.0,494.0,31.0,36.0,57.0,12.4802282052045,20.03805,
1391867,4555.0,8,Biobío,460,460,"472,5",15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,20,UNIVERSIDAD ANDRES BELLO,MEDICINA VETERINARIA,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,LICEO ENRIQUE MOLINA GARMENDIA,8.0,5.0,-36.831501,-73.04689,,,,,,,4555.0,279.0,186.0,27.0,21.0,45.0,16.4378971385733,20.03805,
20083934,4805.0,8,Biobío,613,640,613,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,75,UNIVERSIDAD DEL BIO-BIO,INGENIERIA CIVIL,Biobío,CONCEPCION,CONCEPCION,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Biobío,LICEO PENCOPOLITANO,8.0,1.0,-36.738831,-73.00135,,,,,,,4805.0,586.0,508.0,22.0,22.0,34.0,13.1432142287508,20.03805,
